surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheal_pulse,mucous_membrane,capillary_refill_time,pain,peristaltsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
no,adult,928187,37.177621805009196,46.19226747722648,6.631958963847112,cool,absent,bright_pink,more_3_sec,mild_pain,normal,none,none,>1_liter,2.045767452335717,normal,distend_large,38.660098602249604,7.143370147525072,cloudy,3.94482825958652,lived,no,0,1,0,no
yes,young,972388,38.27808999662745,60.081860153509126,9.306224748742151,cool,increased,bright_pink,more_3_sec,intermittent_pain,absent,moderate,important,none,7.210559177809914,normal,distend_large,42.932144736785865,6.874085760925873,clear,4.955103524830058,died,no,11300,1,0,yes
no,young,186988,37.549531961008086,75.86338733586196,5.659442302716022,normal,normal,pale_cyanotic,less_3_sec,intermittent_pain,absent,none,important,less_1_liter,3.619697469110651,decreased,other,35.438590749149746,6.223816721944753,clear,4.948995155026946,euthanized,no,11300,3,0,no
no,adult,669936,37.78037651418952,59.669284995047484,14.31050284694182,warm,increased,pale_pink,less_3_sec,mild_pain,normal,severe,none,less_1_liter,9.120921090478475,decreased,distend_large,37.682136293515846,7.256455483024308,clear,3.7105098867495543,died,yes,0,3,0,no
yes,adult,225991,38.628454515695104,65.04120685410555,2.0,warm,increased,normal_pink,less_3_sec,alert,hypermobile,slight,none,none,8.872370637653248,normal,normal,44.68299194608302,7.324671430611479,serosanguious,2.497763243043777,lived,no,2208,0,2,yes
yes,young,502732,36.87328689750782,52.47735238051728,8.029686397366188,cool,reduced,normal_pink,less_3_sec,depressed,absent,severe,slight,less_1_liter,2.613818975425647,normal,distend_large,48.758219068486866,6.699211721936721,clear,4.120699079068492,died,no,0,2,1,no
yes,adult,606079,39.08798247380194,94.98448405054309,9.33116891732309,normal,normal,dark_cyanotic,more_3_sec,depressed,normal,none,important,>1_liter,2.8511072433126188,decreased,other,40.58490113918946,6.3133611480343905,clear,3.5258762559753305,lived,yes,0,1,2,no
yes,adult,626684,37.377188038914454,39.63500711343544,10.522262783499865,cool,normal,dark_cyanotic,less_3_sec,constant_pain,hypomobile,severe,slight,none,5.96137273797333,normal,other,30.199419431132455,7.421409743107358,cloudy,2.5516919590548133,died,yes,0,3,0,no
yes,young,184082,38.0606628331504,46.01523565429744,6.252225818212718,cold,reduced,pale_cyanotic,less_3_sec,constant_pain,hypomobile,slight,none,none,6.873781302154837,decreased,distend_large,36.76927502483661,7.323404346779364,clear,5.927268839859357,died,no,11300,1,2,no
yes,young,228322,36.399492039725054,50.15283852012974,12.402884381664638,cold,increased,normal_pink,more_3_sec,depressed,absent,none,none,none,4.199266699857926,absent,other,37.972686696910685,6.366572619512758,serosanguious,3.479021557120409,lived,yes,11300,0,2,yes
yes,adult,756951,38.519837290871386,70.85408795953448,4.818506868561231,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,hypermobile,moderate,important,less_1_liter,7.734381733594965,absent,distend_large,36.78347240004488,6.143390604454046,cloudy,4.503191358484924,died,yes,11300,3,0,yes
yes,young,111303,39.24650393594658,39.22280420426239,7.301614234177296,normal,absent,pale_pink,more_3_sec,mild_pain,hypomobile,severe,slight,less_1_liter,6.759328167350972,normal,distend_large,38.72537722231125,6.66098041132366,cloudy,3.9605154453463864,euthanized,no,11300,2,1,yes
no,adult,261633,37.28535845078185,62.714371810959975,10.862242665838272,cold,normal,bright_pink,more_3_sec,intermittent_pain,hypomobile,slight,slight,>1_liter,4.5985928779884375,absent,normal,42.65332507636799,7.01459547974061,clear,2.5713131168670644,died,no,4300,2,2,no
yes,adult,433863,36.689776613490395,63.29820286853115,12.120565694378257,warm,absent,normal_pink,more_3_sec,intermittent_pain,hypomobile,moderate,important,>1_liter,2.2029719043385247,absent,other,32.422560539955064,6.263082877829916,cloudy,2.2221744934902823,euthanized,no,0,3,2,yes
yes,adult,349690,38.0779830647427,46.1128405853324,4.787996110856707,normal,reduced,bright_red,more_3_sec,constant_pain,hypermobile,slight,important,none,8.001202250388141,absent,normal,35.45261017735011,6.769818987647622,clear,4.503077660327836,euthanized,yes,0,2,0,yes
no,young,884108,39.25481064499174,66.59958921913714,16.935110371245475,cold,normal,pale_pink,more_3_sec,depressed,hypermobile,none,slight,>1_liter,3.7180293266006617,absent,other,40.152961720352494,6.638123241408775,cloudy,2.9880874813915423,died,no,11300,0,1,no
yes,adult,199616,36.35014343451909,39.843722025251374,6.307525310498371,cold,absent,normal_pink,less_3_sec,mild_pain,absent,none,none,less_1_liter,8.675789947701027,decreased,distend_large,36.311466163599505,7.335826723154199,serosanguious,2.97461599845486,euthanized,no,2208,2,0,yes
no,adult,186231,36.693691818771654,37.65851715076508,5.063452567416652,warm,absent,bright_red,less_3_sec,depressed,absent,severe,none,>1_liter,5.3623220804340415,decreased,other,49.82170676270719,6.644349949210693,clear,5.8279047588412425,euthanized,yes,4300,1,0,no
no,adult,369458,37.34581044168848,61.992115130428814,10.508144675319771,warm,increased,dark_cyanotic,less_3_sec,alert,hypomobile,slight,important,less_1_liter,6.616619541054123,normal,distend_large,38.62862934074977,6.8006645906025565,serosanguious,3.8470932172451655,died,yes,4300,1,2,no
yes,young,119623,36.9796561754693,26.804888290438747,7.955119639255629,warm,normal,pale_cyanotic,more_3_sec,depressed,hypermobile,slight,slight,>1_liter,8.983589843272014,absent,other,47.39598307184433,7.432929294002733,clear,2.117704266002757,lived,yes,2208,1,1,no
no,young,823035,36.982814533391,20.0,7.511843062380767,warm,absent,dark_cyanotic,less_3_sec,alert,normal,slight,slight,less_1_liter,8.908984007359628,absent,normal,47.930196712277294,6.449537648811847,serosanguious,3.359370860599227,lived,yes,11300,3,0,yes
no,young,590042,35.70587937233622,70.65666601593601,10.78693217270916,cool,absent,bright_pink,less_3_sec,intermittent_pain,hypomobile,none,slight,less_1_liter,4.972156601948586,absent,normal,46.720139994446996,6.433486397912912,serosanguious,4.337966169008906,euthanized,no,4300,3,2,yes
no,young,558298,38.38905694740586,80.9793988518234,4.418112928716573,warm,increased,dark_cyanotic,less_3_sec,intermittent_pain,absent,severe,none,>1_liter,3.671111141718745,normal,distend_large,30.937964818903357,7.1993926199130645,cloudy,3.314269674068483,euthanized,no,4300,3,0,no
no,young,576840,38.13872050286963,50.66393762614942,3.893596800075893,cool,absent,normal_pink,less_3_sec,constant_pain,hypermobile,slight,none,>1_liter,8.201168621828756,decreased,normal,48.954934632267026,6.416308479215953,clear,2.1074078161365692,lived,no,0,3,2,yes
yes,adult,205228,36.10115080019635,46.63858695804459,7.207729904570316,normal,absent,bright_red,more_3_sec,depressed,absent,slight,slight,less_1_liter,5.464641628817049,absent,distend_large,32.57485124266354,7.247798805109808,cloudy,3.7772450618669415,euthanized,yes,0,3,1,no
no,young,526346,39.25719575995625,80.1107045194912,12.233705218359976,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,none,3.5363359484720327,decreased,distend_large,30.68807255428589,6.143303414042467,serosanguious,2.4236253446991114,lived,no,11300,0,0,yes
yes,young,807116,39.481092314930486,37.0892356400216,7.337834119761649,cool,increased,normal_pink,more_3_sec,alert,hypermobile,slight,important,>1_liter,9.235402738537202,normal,distend_large,38.287392158131155,6.166891870964203,clear,4.476640098650817,died,yes,11300,3,1,yes
no,young,984056,37.04909445021988,32.73254750557683,13.797470053585844,normal,absent,bright_pink,more_3_sec,intermittent_pain,hypomobile,severe,important,less_1_liter,3.584833553928699,decreased,other,33.89268065515712,7.351985061244157,serosanguious,4.478348400890752,euthanized,yes,0,2,1,yes
no,adult,781652,38.966548590977006,74.15272847416975,12.603044283515672,normal,absent,bright_red,less_3_sec,alert,hypermobile,moderate,slight,>1_liter,2.2064573455298486,absent,distend_large,33.683930593264726,6.811218423723653,serosanguious,2.151036558393603,died,yes,0,0,2,yes
no,young,998217,37.22700219500905,60.18076373024615,9.848838553522455,cool,normal,dark_cyanotic,more_3_sec,intermittent_pain,hypomobile,moderate,slight,>1_liter,2.1622397901393597,decreased,normal,35.75639226752301,7.078221400041358,serosanguious,3.162665046397509,lived,no,0,3,0,yes
no,young,620547,37.98111651021106,81.29753478580476,10.01917157812427,normal,normal,pale_cyanotic,more_3_sec,alert,absent,moderate,none,>1_liter,6.978522851634114,decreased,other,34.9681121049371,6.3379333377938165,serosanguious,3.6547450549560154,lived,yes,2208,2,0,no
yes,adult,972638,36.96423786497909,20.0,9.846007875050567,normal,increased,pale_cyanotic,more_3_sec,intermittent_pain,hypermobile,none,slight,>1_liter,7.293400485740243,normal,normal,43.69590804300306,6.249411552573163,cloudy,4.201056391436712,died,no,4300,0,2,yes
yes,young,169274,40.01425152346227,31.98652017762874,9.4791531860463,cool,reduced,bright_red,more_3_sec,alert,normal,moderate,important,>1_liter,4.488333640455871,normal,distend_large,33.7355461327214,7.25243139334896,serosanguious,3.1842537188327804,euthanized,no,11300,1,2,yes
no,adult,233541,37.5039827726701,60.28664119688313,7.901274907565462,normal,normal,pale_cyanotic,more_3_sec,intermittent_pain,hypomobile,slight,none,none,4.560087913976507,normal,distend_large,40.86236610394517,6.537935110534873,cloudy,3.1509860502055926,died,no,11300,0,1,yes
no,adult,153947,37.92644902282346,68.35347396967573,8.249436500378511,warm,increased,dark_cyanotic,more_3_sec,alert,normal,none,important,none,4.715951320479542,normal,normal,49.7285309228706,6.6825489286829916,serosanguious,5.9320606250010375,died,yes,2208,3,0,yes
yes,adult,777894,37.11206261253617,76.93994175378917,5.790119530222254,warm,absent,dark_cyanotic,more_3_sec,depressed,hypomobile,none,important,none,7.441268374071029,decreased,other,38.64764841912578,6.041957845913038,clear,2.1674511828835996,euthanized,no,0,0,0,yes
no,adult,294692,39.66131559723639,63.49635537617555,2.3698716321294597,cold,absent,bright_red,less_3_sec,constant_pain,hypermobile,none,none,less_1_liter,2.4650703282146287,decreased,normal,42.837462175908726,6.578821101289449,serosanguious,5.956181656364608,lived,no,4300,0,2,no
no,adult,148874,39.68661464608941,63.293103107171376,12.312211827846149,normal,increased,dark_cyanotic,less_3_sec,alert,normal,none,important,none,9.432930821530604,normal,distend_large,49.38743355459747,7.155656712187468,serosanguious,2.191007764313586,died,yes,0,1,2,no
no,young,673996,39.43092918126294,52.21196913939603,9.471775310355895,cold,absent,normal_pink,more_3_sec,constant_pain,hypermobile,none,slight,none,3.7801683534195716,normal,other,32.75277996082728,7.231912765929254,clear,3.1533657111787434,died,no,11300,0,2,no
yes,adult,174553,38.75644034834762,91.81809809809036,9.018634066865358,warm,absent,bright_pink,more_3_sec,depressed,hypomobile,none,important,less_1_liter,9.997385641936738,absent,distend_large,38.372140185860985,7.048132183323813,clear,3.9747634198774002,lived,yes,2208,0,0,yes
yes,adult,692632,37.175210453065944,37.93953089059004,10.195347368573639,warm,reduced,pale_cyanotic,less_3_sec,depressed,hypomobile,none,none,none,3.372181550297496,absent,distend_large,47.003848003905084,7.038269600315614,serosanguious,2.573193372057301,died,no,4300,1,0,yes
yes,young,935570,38.627850095962415,67.18040305111877,6.514807635619053,warm,absent,normal_pink,less_3_sec,intermittent_pain,hypomobile,moderate,none,>1_liter,8.17237165849902,normal,normal,48.6461136548976,6.759358899895737,serosanguious,2.5393854500748954,lived,yes,4300,3,1,no
no,adult,809662,37.79295720107526,40.243823308239605,5.996813359846701,normal,normal,bright_red,less_3_sec,constant_pain,hypomobile,severe,none,none,3.7873003594370003,decreased,distend_large,42.0247211591781,6.807493993889734,cloudy,3.0252508530437834,euthanized,yes,4300,2,2,no
no,young,671926,39.11240862174263,70.6955709161002,8.148945918965541,normal,absent,pale_cyanotic,less_3_sec,mild_pain,absent,slight,important,none,2.646774413146032,normal,normal,32.868412050804466,7.113947620219715,clear,5.894028734294277,lived,yes,4300,0,1,no
yes,young,178249,38.91590205336536,39.259648612244675,13.104295445291438,warm,increased,normal_pink,more_3_sec,intermittent_pain,hypomobile,slight,slight,none,8.999466594805192,decreased,other,48.0294316789531,6.3709526982415845,clear,3.5204674354982566,lived,yes,2208,1,0,no
yes,young,992297,37.15073442192407,74.87631397000916,5.4937769145206214,cold,reduced,dark_cyanotic,more_3_sec,constant_pain,normal,moderate,none,>1_liter,8.870010073527135,decreased,distend_large,33.48893132381885,6.347275602369084,cloudy,4.263979353076767,died,yes,11300,0,1,yes
yes,adult,627007,38.74782580283721,62.24209893649034,2.0,cold,absent,bright_red,less_3_sec,alert,hypomobile,moderate,slight,>1_liter,5.228563139596811,absent,distend_large,37.05755696664237,7.424887235871082,serosanguious,4.817165609526585,lived,no,4300,3,1,no
yes,adult,778250,38.482034450043926,94.89278346517364,7.435796724543742,cool,increased,bright_red,less_3_sec,alert,hypermobile,none,none,>1_liter,7.6191691403234145,normal,other,37.51015955524524,6.041534830138163,serosanguious,4.968887342096842,lived,no,4300,3,1,yes
no,adult,570452,35.026437137086546,54.37960705456829,12.428099748705549,warm,normal,pale_cyanotic,less_3_sec,depressed,absent,severe,slight,>1_liter,6.456527461471337,normal,normal,38.94583079745256,6.209198195497772,clear,4.752163865381419,died,no,11300,1,2,no
yes,young,529725,38.60093663962946,68.49932232495091,3.802367926936939,cold,absent,dark_cyanotic,less_3_sec,mild_pain,normal,none,slight,less_1_liter,8.823648909389991,decreased,distend_large,45.80331631861899,6.855498639301872,cloudy,3.3477127727668994,lived,no,0,2,0,yes
no,adult,142534,37.36820421135979,44.4068743907858,5.459149188531385,warm,reduced,pale_cyanotic,more_3_sec,alert,absent,moderate,slight,>1_liter,4.520447754549235,normal,other,46.04288756204969,7.106752258047523,serosanguious,2.44691130942425,died,yes,4300,2,2,yes
yes,adult,595518,36.913957545668325,54.24213987117411,9.790640221734506,cold,absent,pale_pink,less_3_sec,constant_pain,absent,none,none,>1_liter,6.1893791999918815,absent,distend_large,44.39310146556228,6.806836624477517,clear,3.1268659013328435,euthanized,yes,4300,0,1,yes
no,adult,716529,36.95673939570626,62.114989588887056,16.709721106426002,cool,increased,normal_pink,less_3_sec,constant_pain,absent,slight,important,>1_liter,5.882978969636404,absent,normal,30.442573488431634,6.532595994247326,serosanguious,2.8411809070780265,lived,no,0,1,2,no
yes,young,512003,37.664757104367965,29.455601550572517,4.925364994421413,cool,reduced,pale_pink,less_3_sec,alert,hypermobile,slight,important,>1_liter,4.83124661005487,normal,normal,41.29690204434303,7.466964179029452,serosanguious,2.545109219477267,euthanized,yes,11300,2,0,yes
yes,young,226209,38.28005958008668,31.64752131630456,4.809197725596123,warm,absent,normal_pink,more_3_sec,constant_pain,absent,none,important,less_1_liter,9.131640516450979,normal,normal,44.949859117628,7.055779027699269,serosanguious,2.097986927006475,lived,no,11300,3,0,yes
yes,adult,542061,36.434537977807814,71.9971859967129,10.016095106517556,cold,normal,bright_pink,more_3_sec,constant_pain,absent,severe,slight,none,3.327023397300284,absent,normal,38.89250480123086,7.247086261600619,clear,5.742903396233657,lived,yes,4300,2,1,no
yes,adult,289004,37.98984783621246,57.078263569366406,12.614023319981113,normal,reduced,bright_red,more_3_sec,depressed,hypomobile,none,none,none,3.196069116165569,normal,other,48.89872090730793,6.060370311282306,cloudy,5.684137546181352,euthanized,yes,11300,1,1,no
no,adult,716412,38.37675806619307,48.14146933903956,7.1277038630228695,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypermobile,none,slight,>1_liter,6.615276282582011,decreased,distend_large,46.47621043760702,6.353880165710075,cloudy,2.201668022520677,euthanized,no,0,3,2,no
yes,adult,715947,39.66180578366963,45.26027639166489,4.135817531633493,warm,increased,bright_pink,less_3_sec,depressed,normal,severe,none,>1_liter,7.259953839879536,normal,other,42.76310130973661,6.56125664038737,serosanguious,2.692338291281607,died,no,2208,0,0,no
no,young,264134,36.723309830774866,46.03022408552613,10.301247662659037,warm,absent,bright_pink,less_3_sec,mild_pain,normal,severe,slight,>1_liter,3.5569540345965214,decreased,normal,31.24850367365027,6.273902097123417,cloudy,2.5580018858511746,died,yes,0,3,0,no
no,young,175713,37.45038781322219,62.25101430016457,10.844524191908919,cold,normal,bright_red,more_3_sec,constant_pain,normal,severe,none,none,5.125739538036993,normal,normal,43.04692495166276,6.109348909063721,serosanguious,3.1248917376860694,euthanized,no,0,2,2,no
no,young,842623,38.061662972696475,68.9007172823238,14.335965379614745,warm,increased,bright_red,more_3_sec,mild_pain,hypermobile,slight,none,none,9.57251074382995,normal,normal,48.23159202504438,6.33763749689202,clear,2.8162754819149645,lived,no,2208,2,0,yes
no,young,588972,38.947409330191604,20.0,10.970841336972835,cool,absent,normal_pink,less_3_sec,constant_pain,normal,none,none,>1_liter,3.972939381525392,absent,normal,37.588907737619024,6.800453446855564,clear,5.783414149591421,died,no,0,2,1,yes
yes,adult,175418,37.49577611882818,88.25668113539784,11.484198229117139,warm,increased,pale_pink,less_3_sec,constant_pain,hypermobile,moderate,slight,none,7.3468856169391525,decreased,distend_large,46.76265051210722,7.043617872535058,clear,2.3366817462408154,lived,no,4300,0,1,no
no,adult,228232,38.99864137199105,86.83401525883986,8.213564568396283,warm,normal,dark_cyanotic,more_3_sec,depressed,hypomobile,severe,important,less_1_liter,7.9211951495807265,absent,normal,36.263222857243576,7.161031384447622,serosanguious,2.846683308018013,died,yes,4300,2,2,no
no,adult,620551,35.86263768352354,20.0,16.324513026508406,normal,increased,normal_pink,less_3_sec,depressed,hypomobile,severe,slight,>1_liter,5.585029595721276,normal,distend_large,41.40206583094606,6.064404232301576,cloudy,2.3228932183316577,died,yes,11300,1,2,yes
no,young,263038,36.54665180687811,81.71853392645595,7.80557396823459,normal,reduced,dark_cyanotic,less_3_sec,intermittent_pain,hypermobile,none,slight,>1_liter,9.500207894076663,absent,normal,42.968488367415645,6.641979258318887,clear,5.921541394577746,died,yes,11300,0,2,yes
yes,adult,268383,38.148644344334215,81.10437702662085,7.16423363576469,cool,absent,bright_pink,less_3_sec,alert,normal,moderate,none,less_1_liter,7.893253881750324,normal,distend_large,43.5599007511779,6.183317375378051,serosanguious,5.673654036388021,euthanized,yes,0,3,1,yes
yes,young,918007,36.38917550191212,60.0089098837509,14.42854475555582,cold,increased,dark_cyanotic,more_3_sec,intermittent_pain,hypermobile,none,none,less_1_liter,5.663396638887183,normal,distend_large,47.65098628928696,6.6468005796670075,cloudy,4.866526359061644,lived,no,4300,2,2,no
yes,young,425996,36.62552947323328,34.056627562302474,4.577288163313771,normal,normal,pale_pink,less_3_sec,intermittent_pain,hypermobile,none,important,none,6.554681614208752,normal,normal,34.692445340125644,6.650963773680442,cloudy,3.7038921288796534,euthanized,no,4300,1,0,yes
yes,adult,358722,37.27222313575406,80.30456183330145,3.457774846416255,cold,absent,normal_pink,less_3_sec,mild_pain,absent,severe,important,less_1_liter,7.540907547400805,decreased,other,35.24739170577949,6.747317530068366,cloudy,2.76071254209597,died,no,2208,1,2,yes
no,adult,232079,38.57143899191582,55.17537867405297,9.358670773795454,cool,reduced,bright_red,less_3_sec,constant_pain,hypermobile,severe,none,>1_liter,6.737521443433746,decreased,other,44.08081986621474,7.339245939394859,serosanguious,2.8859589000805697,euthanized,yes,11300,0,0,no
no,adult,302053,35.90403515869271,70.97757687637913,8.994790430172914,normal,absent,pale_pink,less_3_sec,constant_pain,absent,slight,important,none,9.029580670608606,decreased,other,33.543876249680764,7.207643253936134,serosanguious,3.7721600342240458,euthanized,yes,4300,1,1,no
yes,young,700530,37.97029836216239,104.38402543923557,8.316336055348014,cold,reduced,pale_pink,more_3_sec,constant_pain,hypomobile,moderate,important,less_1_liter,4.855109298243209,absent,other,39.28540809927921,6.955081267704587,serosanguious,5.072890685345927,euthanized,yes,0,0,0,no
no,adult,278589,38.832963947152805,65.03673501247238,11.981789271364956,normal,absent,normal_pink,more_3_sec,alert,absent,moderate,none,none,4.399085920446439,normal,other,30.4006876815443,7.328110984400296,clear,3.0589179839958356,lived,yes,4300,0,0,yes
no,young,603238,37.605054791571035,41.66230616562876,6.275381453134289,cool,increased,bright_red,more_3_sec,mild_pain,hypermobile,severe,slight,none,3.7107111159621144,absent,normal,32.81958673980228,7.017702924756935,serosanguious,3.2431676501385867,euthanized,no,11300,0,0,no
no,adult,129257,37.43116977040746,53.28538010160557,9.192501376874022,cool,increased,pale_pink,less_3_sec,mild_pain,hypomobile,severe,important,none,2.302263744516761,absent,normal,43.57692770057723,7.2282824411446125,clear,4.399777165617882,euthanized,no,0,3,1,yes
yes,young,580488,38.20177128255857,44.21109279518025,7.919682142085439,normal,normal,bright_red,more_3_sec,constant_pain,absent,severe,none,none,2.3441117150404427,normal,normal,44.94923206963508,6.84566745147619,clear,2.9509174491130143,euthanized,no,11300,3,0,yes
yes,young,535423,37.60788894727856,68.66979434897046,6.326344499679747,cold,reduced,pale_cyanotic,less_3_sec,intermittent_pain,hypermobile,moderate,important,less_1_liter,8.960441544874262,absent,normal,32.30638066475754,6.787827377446351,clear,4.336874485171214,euthanized,yes,4300,1,0,no
no,adult,244353,39.190499781240746,43.87864882500391,8.81447974811795,warm,normal,pale_cyanotic,more_3_sec,alert,hypomobile,slight,important,>1_liter,7.4271451712472585,normal,normal,34.55419100822394,7.086145864158577,serosanguious,3.5485235730891382,euthanized,yes,4300,3,2,yes
yes,young,423390,36.68858698786556,50.542971553007135,11.557787409885307,warm,increased,pale_cyanotic,less_3_sec,intermittent_pain,absent,moderate,none,>1_liter,7.284259323491889,normal,normal,31.978088930741023,6.029533967963626,clear,2.137472823605392,euthanized,yes,4300,0,2,no
yes,young,363579,37.74835584483491,34.311392511848005,15.361704361291505,normal,reduced,dark_cyanotic,more_3_sec,depressed,hypermobile,severe,important,less_1_liter,6.917142551479088,normal,distend_large,38.66825687850233,7.035566357447135,serosanguious,3.6108051449278555,euthanized,yes,11300,0,2,no
yes,adult,329947,38.00568637496068,57.35825988961713,10.738256948696908,cold,normal,pale_pink,more_3_sec,mild_pain,hypermobile,severe,important,>1_liter,8.793753157552839,normal,distend_large,32.522321414892666,7.401777327606547,serosanguious,5.6781011180765795,died,yes,0,3,0,no
yes,young,331758,37.421545948153536,63.53509586604099,2.0,warm,normal,normal_pink,more_3_sec,mild_pain,normal,slight,important,none,5.84213540532502,absent,normal,38.7459203433378,7.070913119740132,clear,3.1724475165338424,euthanized,yes,4300,1,0,no
yes,adult,715645,34.928717337042535,20.0,8.885579743675054,cool,normal,normal_pink,less_3_sec,intermittent_pain,normal,none,slight,none,8.963286628466403,absent,normal,44.64196511602263,6.0551905864458275,clear,3.291329557745876,euthanized,no,4300,0,1,yes
no,young,257732,37.63909509195081,65.19147122960442,9.149408372708498,cold,normal,dark_cyanotic,less_3_sec,alert,absent,none,slight,none,4.875560209457913,absent,distend_large,43.66777266286835,6.566828461159086,clear,2.2637635522371475,lived,yes,4300,3,0,no
yes,adult,827955,38.70017698691246,59.08599537806441,11.80862702873985,warm,normal,normal_pink,less_3_sec,mild_pain,absent,moderate,important,less_1_liter,9.413660034712724,decreased,distend_large,35.609209737036906,7.214371953406929,serosanguious,4.460189794277177,died,yes,2208,2,0,yes
no,adult,708095,38.578109186126014,44.70016102487745,9.554430907469218,cold,reduced,pale_cyanotic,more_3_sec,intermittent_pain,absent,none,none,none,7.589255840649921,absent,normal,43.47525098493865,7.43791282506663,serosanguious,5.3969694571933555,euthanized,yes,2208,1,1,yes
no,young,538755,38.154778482170194,100.57257848539746,12.75926675190623,normal,normal,pale_pink,less_3_sec,alert,hypermobile,none,important,none,4.057417088195418,absent,distend_large,48.554242617991534,6.5552450334545656,clear,3.4116915723724066,lived,no,0,1,0,no
yes,young,238563,36.70213764165077,79.1695305520951,10.175011846845814,cold,reduced,normal_pink,less_3_sec,intermittent_pain,absent,moderate,important,less_1_liter,6.512679373509001,decreased,other,36.95048774169831,7.261791083815362,clear,2.9609822300799538,euthanized,no,11300,1,1,yes
no,young,883066,38.19530946245848,38.071950276971975,13.676394208493665,warm,normal,normal_pink,less_3_sec,alert,hypermobile,severe,slight,none,6.2642444919060445,normal,other,36.58238307395213,7.295714812952269,cloudy,5.8264474166554345,euthanized,yes,4300,2,1,no
no,young,606047,37.22656217845776,76.7647375914228,7.6837622398551195,normal,increased,bright_pink,less_3_sec,constant_pain,absent,none,slight,none,3.1031905738426717,normal,other,41.42877302964035,6.184929598989075,clear,4.980290458365953,euthanized,no,4300,0,2,no
no,young,805552,38.153482905948664,84.88996152042115,9.433030401890083,cold,increased,bright_pink,less_3_sec,alert,hypermobile,severe,slight,>1_liter,6.729943246004913,normal,distend_large,34.910036220549436,7.268682700078031,cloudy,4.268654237133058,euthanized,no,11300,1,0,no
yes,adult,426032,37.92150501140171,62.64041845235114,11.47992460616969,cool,normal,bright_pink,less_3_sec,depressed,hypermobile,moderate,important,less_1_liter,4.518284989735664,decreased,normal,43.03157855960504,6.486374843457923,cloudy,3.2221246653795363,euthanized,no,11300,3,2,yes
yes,young,697897,36.823624728716624,67.2288407389465,7.283417789119669,warm,absent,pale_pink,more_3_sec,constant_pain,normal,severe,important,none,2.4187901344768195,absent,normal,46.64523541344962,6.889856582348126,serosanguious,2.8831920719056034,lived,yes,0,1,0,no
no,adult,895509,36.90754416064309,66.76693333843181,6.6299615937567715,normal,increased,pale_cyanotic,more_3_sec,intermittent_pain,hypomobile,severe,none,none,9.589249261652519,absent,normal,39.18637010197264,6.808443179034631,serosanguious,4.862976156001869,euthanized,no,11300,3,2,no
yes,adult,872800,38.15502245442151,20.0,7.111943700939944,cold,reduced,bright_red,less_3_sec,constant_pain,hypermobile,moderate,important,none,7.131922952514302,absent,distend_large,43.59014649856765,6.994580795604181,cloudy,4.087155268549377,lived,no,4300,1,1,yes
yes,young,353973,37.578886904711496,56.262608062992015,6.752353148733233,cool,normal,pale_cyanotic,more_3_sec,constant_pain,absent,severe,important,none,9.015351454966776,absent,distend_large,43.037708477659905,7.1106969764170955,cloudy,4.082399267211924,euthanized,no,0,3,1,no
yes,adult,383097,36.95971856934287,55.22174316031943,10.567685762625981,warm,reduced,pale_cyanotic,more_3_sec,intermittent_pain,normal,none,slight,>1_liter,7.408448040106025,decreased,other,30.77331123695179,6.66132164642787,clear,2.294839274688975,lived,yes,2208,3,1,no
yes,adult,476826,36.877169810273166,88.60311273119757,3.495575911096333,cool,absent,pale_pink,less_3_sec,intermittent_pain,absent,none,slight,>1_liter,4.8558695371209035,absent,distend_large,33.66832590351553,7.332466233223698,cloudy,4.048777907038424,died,no,0,3,1,no
no,adult,614257,37.496169152013785,66.67455727123746,4.332089921046279,cold,normal,pale_pink,less_3_sec,depressed,absent,none,slight,>1_liter,6.101504578630491,normal,other,47.8706000363626,7.214247632342342,clear,5.290976124157975,euthanized,yes,0,2,0,no
no,adult,954321,39.36810479471821,54.047780757666104,14.588239477071788,cold,increased,bright_pink,more_3_sec,intermittent_pain,hypermobile,none,slight,>1_liter,7.4059740827774165,decreased,other,48.777842947300385,7.17813163897179,serosanguious,5.787197111183036,died,no,0,2,0,no
yes,young,779181,37.27392196778804,58.197505180179775,6.824709837077467,normal,reduced,normal_pink,less_3_sec,mild_pain,hypermobile,severe,slight,less_1_liter,9.6820186016115,decreased,normal,45.60879279822355,6.687370262901438,clear,2.4267295899269405,died,yes,11300,2,2,no
yes,adult,530783,37.78598046174241,80.46771163254803,9.600044553515245,cool,increased,dark_cyanotic,more_3_sec,mild_pain,hypomobile,none,none,none,4.029355672973572,normal,distend_large,48.42496296655389,6.0563593287669155,serosanguious,4.524660842796283,died,yes,4300,0,0,yes
no,young,215374,37.90164428768951,56.30830673509369,4.532560746302615,normal,increased,dark_cyanotic,more_3_sec,depressed,hypermobile,severe,none,>1_liter,8.999816468992941,normal,normal,36.122973018371496,6.738384609568417,cloudy,4.273389003192987,euthanized,yes,11300,3,0,no
